shipment_id,order_id,carrier,shipping_cost,ship_date,delivery_date
21813,44306,BlueDart,22,2023-04-17,2023-04-23
21814,30921,FedEx,42,2023-10-09,2023-10-16
21815,10005,UPS,22,2023-12-14,2023-12-22
21816,4792,FedEx,27,2023-06-28,2023-07-04
21817,29680,BlueDart,18,2023-07-07,2023-07-09
21818,46313,BlueDart,38,2023-09-09,2023-09-12
21819,3909,FedEx,17,2023-09-13,2023-09-19
21820,15737,BlueDart,5,2023-01-28,2023-02-03
21821,34790,FedEx,22,2023-03-13,2023-03-23
21822,32967,FedEx,25,2023-06-15,2023-06-17
21823,30696,UPS,36,2023-06-16,2023-06-18
21824,12469,UPS,16,2023-05-05,2023-05-11
21825,26272,DHL,44,2023-09-24,2023-09-28
21826,8042,UPS,19,2023-01-31,2023-02-08
21827,40348,BlueDart,13,2023-09-28,2023-10-04
21828,34864,BlueDart,50,2023-10-23,2023-10-26
21829,25964,FedEx,18,2023-03-07,2023-03-09
21830,24473,FedEx,18,2023-04-16,2023-04-21
21831,28018,FedEx,14,2023-01-12,2023-01-20
21832,28883,DHL,27,2023-05-24,2023-05-27
21833,6210,BlueDart,42,2023-12-14,2023-12-17
21834,49711,UPS,7,2023-07-17,2023-07-22
21835,36553,UPS,32,2023-07-04,2023-07-10
21836,774,BlueDart,27,2023-11-13,2023-11-16
21837,20266,UPS,48,2023-10-25,2023-11-01
21838,46013,UPS,26,2023-07-23,2023-07-26
21839,13529,FedEx,48,2023-03-01,2023-03-09
21840,46734,FedEx,47,2023-09-22,2023-10-01
21841,385,DHL,47,2023-02-16,2023-02-26
21842,36102,DHL,44,2023-07-06,2023-07-14
21843,26348,BlueDart,45,2023-08-01,2023-08-03
21844,36832,UPS,26,2023-02-10,2023-02-12
21845,46504,UPS,36,2023-07-21,2023-07-23
21846,40329,BlueDart,18,2023-07-20,2023-07-22
21847,16840,UPS,14,2023-11-02,2023-11-07
21848,21407,DHL,8,2023-12-17,2023-12-27
21849,30327,DHL,26,2023-12-19,2023-12-24
21850,18025,UPS,38,2023-03-30,2023-04-01
21851,31572,UPS,35,2023-12-20,2023-12-29
21852,16165,BlueDart,29,2023-01-19,2023-01-28
21853,32720,BlueDart,41,2023-04-02,2023-04-10
21854,19395,DHL,5,2023-05-24,2023-05-31
21855,43580,BlueDart,28,2023-07-18,2023-07-23
21856,45885,BlueDart,21,2023-03-07,2023-03-17
21857,12311,BlueDart,42,2023-05-02,2023-05-08
21858,47684,DHL,10,2023-07-08,2023-07-17
21859,36784,FedEx,32,2023-08-02,2023-08-09
21860,45003,BlueDart,42,2023-05-29,2023-06-04
21861,19949,UPS,37,2023-12-05,2023-12-14
21862,49447,DHL,41,2023-10-16,2023-10-23
21863,30204,FedEx,48,2023-12-23,2024-01-02
21864,42040,UPS,29,2023-02-20,2023-02-24
21865,49656,FedEx,11,2023-06-14,2023-06-24
21866,27140,FedEx,10,2023-07-30,2023-08-03
21867,43169,DHL,49,2023-10-02,2023-10-06
21868,26862,BlueDart,19,2023-04-11,2023-04-21
21869,46143,BlueDart,8,2023-11-06,2023-11-16
21870,38754,BlueDart,40,2023-11-03,2023-11-12
21871,12702,DHL,38,2023-10-14,2023-10-22
21872,29910,FedEx,5,2023-09-18,2023-09-26
21873,25669,UPS,32,2023-06-16,2023-06-20
21874,15077,BlueDart,28,2023-08-03,2023-08-08
21875,16159,FedEx,49,2023-07-21,2023-07-31
21876,32782,DHL,22,2023-12-06,2023-12-16
21877,3912,FedEx,43,2023-11-05,2023-11-13
21878,42456,BlueDart,31,2023-04-16,2023-04-21
21879,11522,BlueDart,41,2023-12-14,2023-12-21
21880,6138,FedEx,45,2023-02-23,2023-03-04
21881,47609,FedEx,22,2023-09-09,2023-09-18
21882,42303,BlueDart,21,2023-10-25,2023-10-31
21883,30858,BlueDart,30,2023-10-31,2023-11-09
21884,17172,DHL,20,2023-11-21,2023-11-25
21885,29416,DHL,21,2023-10-02,2023-10-12
21886,31166,UPS,10,2023-03-08,2023-03-10
21887,25850,DHL,41,2023-06-09,2023-06-17
21888,12901,FedEx,47,2023-07-26,2023-08-02
21889,4638,UPS,9,2023-05-24,2023-06-03
21890,24002,BlueDart,29,2023-04-13,2023-04-22
21891,28939,BlueDart,6,2023-05-20,2023-05-29
21892,19972,UPS,32,2023-11-20,2023-11-28
21893,20768,FedEx,28,2023-08-18,2023-08-27
21894,36928,FedEx,25,2023-01-18,2023-01-22
21895,32687,BlueDart,12,2023-10-06,2023-10-16
21896,17965,DHL,46,2023-07-06,2023-07-12
21897,17530,BlueDart,26,2023-03-04,2023-03-09
21898,5848,BlueDart,12,2023-01-10,2023-01-17
21899,30776,DHL,50,2023-03-25,2023-03-30
21900,31184,UPS,49,2023-08-13,2023-08-17
21901,37167,UPS,10,2023-10-16,2023-10-26
21902,4731,BlueDart,23,2023-08-26,2023-09-03
21903,45239,FedEx,15,2023-01-29,2023-02-01
21904,42717,DHL,45,2023-09-21,2023-09-29
21905,19978,DHL,37,2023-11-14,2023-11-22
21906,10154,BlueDart,46,2023-01-08,2023-01-15
21907,7723,DHL,6,2023-08-03,2023-08-13
21908,9072,UPS,50,2023-02-20,2023-02-26
21909,20865,UPS,22,2023-08-20,2023-08-24
21910,14619,FedEx,9,2023-10-18,2023-10-24
21911,38189,BlueDart,22,2023-06-22,2023-06-27
21912,39122,DHL,5,2023-02-12,2023-02-16
21913,49790,DHL,10,2023-03-11,2023-03-14
21914,21940,UPS,14,2023-04-10,2023-04-12
21915,33992,FedEx,13,2023-12-21,2023-12-28
21916,22810,DHL,30,2023-11-13,2023-11-22
21917,25529,BlueDart,29,2023-04-14,2023-04-24
21918,40267,FedEx,43,2023-01-06,2023-01-14
21919,6160,FedEx,29,2023-10-10,2023-10-13
21920,1188,DHL,48,2023-03-17,2023-03-20
21921,21995,FedEx,17,2023-10-01,2023-10-08
21922,13090,UPS,40,2023-01-03,2023-01-13
21923,23618,FedEx,35,2023-08-24,2023-08-27
21924,1381,FedEx,46,2023-07-26,2023-08-05
21925,26196,UPS,46,2023-03-09,2023-03-13
21926,10061,BlueDart,40,2023-06-23,2023-06-26
21927,5804,UPS,39,2023-09-28,2023-10-06
21928,17898,FedEx,44,2023-08-26,2023-09-03
21929,15420,DHL,42,2023-10-25,2023-10-30
21930,33717,BlueDart,36,2023-05-31,2023-06-05
21931,11537,FedEx,9,2023-09-18,2023-09-28
21932,8724,DHL,19,2023-04-02,2023-04-08
21933,41188,UPS,17,2023-12-07,2023-12-09
21934,22319,FedEx,11,2023-04-07,2023-04-10
21935,47769,FedEx,35,2023-09-16,2023-09-20
21936,35876,UPS,33,2023-02-15,2023-02-23
21937,2825,FedEx,10,2023-04-17,2023-04-20
21938,5256,FedEx,23,2023-06-11,2023-06-15
21939,21724,UPS,38,2023-03-10,2023-03-17
21940,2229,DHL,11,2023-08-03,2023-08-07
21941,44274,DHL,37,2023-09-17,2023-09-25
21942,24974,BlueDart,34,2023-02-12,2023-02-14
21943,28144,DHL,10,2023-05-07,2023-05-12
21944,20235,UPS,12,2023-10-21,2023-10-31
21945,3296,UPS,19,2023-05-25,2023-06-03
21946,12844,BlueDart,7,2023-12-13,2023-12-23
21947,42360,BlueDart,5,2023-10-27,2023-11-05
21948,35598,DHL,38,2023-03-20,2023-03-28
21949,23044,FedEx,11,2023-08-17,2023-08-27
21950,4815,UPS,47,2023-04-04,2023-04-10
21951,38599,DHL,6,2023-08-17,2023-08-21
21952,43288,UPS,13,2023-08-20,2023-08-27
21953,41210,UPS,36,2023-06-26,2023-07-01
21954,20362,DHL,32,2023-03-09,2023-03-15
21955,3467,UPS,6,2023-12-14,2023-12-20
21956,13315,DHL,28,2023-06-01,2023-06-05
21957,32831,BlueDart,28,2023-06-11,2023-06-16
21958,6823,BlueDart,34,2023-12-08,2023-12-12
21959,40126,BlueDart,21,2023-12-04,2023-12-06
21960,30253,UPS,17,2023-12-16,2023-12-21
21961,27886,FedEx,37,2023-10-22,2023-10-31
21962,12087,UPS,43,2023-06-20,2023-06-24
21963,45962,UPS,20,2023-12-25,2023-12-31
21964,36504,DHL,20,2023-05-02,2023-05-05
21965,13000,DHL,10,2023-11-03,2023-11-07
21966,32033,UPS,17,2023-04-13,2023-04-22
21967,1117,FedEx,43,2023-12-21,2023-12-28
21968,35584,UPS,50,2023-02-28,2023-03-06
21969,6575,UPS,29,2023-05-12,2023-05-14
21970,487,FedEx,29,2023-01-08,2023-01-15
21971,42667,FedEx,6,2023-04-09,2023-04-13
21972,6386,UPS,34,2023-09-26,2023-10-05
21973,11481,BlueDart,48,2023-08-15,2023-08-19
21974,41914,BlueDart,28,2023-05-04,2023-05-12
21975,42453,BlueDart,32,2023-06-23,2023-06-27
21976,21705,FedEx,44,2023-02-03,2023-02-05
21977,34513,BlueDart,19,2023-07-25,2023-07-30
21978,33665,UPS,24,2023-12-11,2023-12-17
21979,36552,BlueDart,26,2023-06-21,2023-06-27
21980,44751,UPS,8,2023-09-21,2023-09-25
21981,41223,DHL,45,2023-11-03,2023-11-05
21982,13373,FedEx,20,2023-12-16,2023-12-18
21983,34711,BlueDart,8,2023-08-13,2023-08-15
21984,17501,FedEx,13,2023-02-24,2023-03-03
21985,18381,FedEx,18,2023-12-02,2023-12-08
21986,20056,FedEx,27,2023-06-15,2023-06-19
21987,44449,UPS,25,2023-07-22,2023-07-28
21988,39712,DHL,18,2023-09-26,2023-10-05
21989,11696,DHL,28,2023-03-04,2023-03-08
21990,16811,DHL,29,2023-09-13,2023-09-23
21991,37526,BlueDart,12,2023-03-26,2023-03-31
21992,1798,DHL,10,2023-09-12,2023-09-20
21993,44062,FedEx,11,2023-02-22,2023-02-24
21994,21670,DHL,31,2023-03-20,2023-03-23
21995,23070,FedEx,10,2023-06-26,2023-07-06
21996,3456,FedEx,47,2023-06-23,2023-06-30
21997,5248,DHL,16,2023-04-30,2023-05-06
21998,23152,FedEx,44,2023-08-06,2023-08-09
21999,25296,BlueDart,15,2023-06-12,2023-06-21
22000,13391,BlueDart,22,2023-11-24,2023-11-28
22001,11094,UPS,32,2023-02-13,2023-02-15
22002,26440,UPS,16,2023-05-16,2023-05-24
22003,24870,DHL,45,2023-09-28,2023-10-05
22004,23855,DHL,6,2023-09-28,2023-10-04
22005,29585,DHL,44,2023-01-02,2023-01-04
22006,45948,BlueDart,29,2023-06-08,2023-06-10
22007,44969,BlueDart,27,2023-12-22,2023-12-31
22008,27619,UPS,33,2023-01-05,2023-01-11
22009,41300,DHL,39,2023-07-23,2023-07-25
22010,16144,DHL,21,2023-03-14,2023-03-24
22011,46952,DHL,25,2023-01-21,2023-01-23
22012,32302,FedEx,50,2023-06-09,2023-06-18
22013,39116,FedEx,27,2023-11-17,2023-11-24
22014,14719,BlueDart,17,2023-09-26,2023-10-01
22015,36344,BlueDart,23,2023-11-11,2023-11-14
22016,49271,UPS,44,2023-08-28,2023-09-01
22017,38526,DHL,22,2023-01-30,2023-02-08
22018,9333,BlueDart,43,2023-06-23,2023-07-03
22019,10986,DHL,27,2023-01-01,2023-01-09
22020,24362,BlueDart,36,2023-06-04,2023-06-12
22021,11272,BlueDart,8,2023-10-22,2023-10-30
22022,29882,BlueDart,13,2023-02-28,2023-03-08
22023,49077,FedEx,40,2023-06-06,2023-06-14
22024,9886,BlueDart,15,2023-08-24,2023-08-31
22025,35618,FedEx,37,2023-10-19,2023-10-27
22026,23849,BlueDart,8,2023-09-15,2023-09-19
22027,44251,UPS,32,2023-03-27,2023-03-31
22028,44595,DHL,27,2023-06-19,2023-06-23
22029,13462,BlueDart,31,2023-09-24,2023-09-30
22030,41590,BlueDart,47,2023-06-27,2023-07-06
22031,16326,DHL,40,2023-12-11,2023-12-21
22032,22544,DHL,35,2023-08-23,2023-08-28
22033,46442,FedEx,38,2023-05-07,2023-05-14
22034,45000,UPS,40,2023-04-21,2023-04-26
22035,29646,BlueDart,34,2023-09-03,2023-09-12
22036,38056,FedEx,47,2023-01-31,2023-02-06
22037,38737,UPS,14,2023-09-08,2023-09-16
22038,17015,UPS,31,2023-05-29,2023-06-04
22039,31768,UPS,25,2023-08-31,2023-09-08
22040,7205,FedEx,11,2023-05-16,2023-05-25
22041,13516,UPS,28,2023-09-02,2023-09-07
22042,10813,FedEx,40,2023-06-22,2023-06-26
22043,11342,UPS,32,2023-04-26,2023-04-28
22044,37661,UPS,6,2023-07-25,2023-08-02
22045,2610,UPS,35,2023-08-11,2023-08-20
22046,4904,DHL,37,2023-03-13,2023-03-21
22047,47092,FedEx,37,2023-11-18,2023-11-22
22048,6525,BlueDart,25,2023-11-21,2023-11-26
22049,29446,BlueDart,29,2023-10-05,2023-10-10
22050,48326,FedEx,42,2023-03-07,2023-03-13
22051,29089,FedEx,20,2023-09-21,2023-09-24
22052,19418,FedEx,5,2023-04-17,2023-04-25
22053,9996,BlueDart,24,2023-03-16,2023-03-25
22054,30855,FedEx,10,2023-03-31,2023-04-04
22055,38831,UPS,37,2023-11-10,2023-11-19
22056,40700,BlueDart,18,2023-04-06,2023-04-08
22057,16257,FedEx,41,2023-08-28,2023-09-04
22058,21678,FedEx,18,2023-08-19,2023-08-24
22059,13820,FedEx,21,2023-05-22,2023-05-25
22060,16857,DHL,12,2023-08-23,2023-08-30
22061,8213,BlueDart,43,2023-09-01,2023-09-06
22062,21100,DHL,13,2023-11-09,2023-11-18
22063,4604,UPS,16,2023-06-08,2023-06-13
22064,21302,DHL,44,2023-06-04,2023-06-06
22065,26600,BlueDart,38,2023-05-11,2023-05-19
22066,1748,UPS,30,2023-02-15,2023-02-24
22067,37986,FedEx,25,2023-07-24,2023-08-03
22068,16495,BlueDart,39,2023-04-11,2023-04-14
22069,43308,UPS,27,2023-01-19,2023-01-26
22070,32238,BlueDart,13,2023-12-18,2023-12-27
22071,6047,FedEx,29,2023-03-12,2023-03-17
22072,10468,BlueDart,21,2023-01-24,2023-01-27
22073,4765,FedEx,8,2023-07-05,2023-07-12
22074,3836,UPS,39,2023-10-13,2023-10-20
22075,3990,BlueDart,45,2023-09-09,2023-09-13
22076,33716,BlueDart,46,2023-07-15,2023-07-21
22077,42786,DHL,8,2023-05-13,2023-05-18
22078,49141,DHL,19,2023-06-06,2023-06-10
22079,36385,BlueDart,8,2023-04-14,2023-04-21
22080,18663,BlueDart,41,2023-01-27,2023-01-29
22081,37746,FedEx,48,2023-09-28,2023-09-30
22082,11232,BlueDart,21,2023-07-11,2023-07-19
22083,16104,UPS,15,2023-01-01,2023-01-05
22084,33231,BlueDart,22,2023-07-08,2023-07-10
22085,27305,BlueDart,11,2023-12-31,2024-01-08
22086,4332,DHL,19,2023-09-16,2023-09-18
22087,48831,BlueDart,37,2023-01-12,2023-01-14
22088,6366,DHL,34,2023-10-07,2023-10-17
22089,29451,BlueDart,49,2023-02-22,2023-03-02
22090,29973,DHL,18,2023-08-04,2023-08-07
22091,22638,BlueDart,8,2023-11-02,2023-11-12
22092,15571,BlueDart,24,2023-03-02,2023-03-04
22093,41972,FedEx,12,2023-11-02,2023-11-12
22094,43965,DHL,19,2023-06-21,2023-06-23
22095,39994,FedEx,25,2023-11-04,2023-11-11
22096,42765,UPS,17,2023-06-03,2023-06-11
22097,12743,UPS,25,2023-03-22,2023-03-30
22098,5514,UPS,44,2023-01-21,2023-01-31
22099,30549,BlueDart,27,2023-11-27,2023-12-06
22100,9430,BlueDart,32,2023-03-23,2023-03-29
22101,3760,DHL,28,2023-11-02,2023-11-07
22102,135,UPS,12,2023-02-23,2023-03-03
22103,2744,FedEx,28,2023-06-13,2023-06-17
22104,20426,UPS,27,2023-06-27,2023-06-30
22105,22153,DHL,13,2023-05-06,2023-05-13
22106,10191,BlueDart,7,2023-02-25,2023-02-28
22107,1695,DHL,29,2023-03-06,2023-03-10
22108,2111,DHL,48,2023-01-12,2023-01-15
22109,34726,BlueDart,15,2023-03-01,2023-03-07
22110,17541,FedEx,12,2023-02-03,2023-02-05
22111,10668,FedEx,37,2023-09-04,2023-09-08
22112,3107,UPS,38,2023-10-15,2023-10-22
22113,48857,UPS,40,2023-03-20,2023-03-22
22114,44720,DHL,43,2023-12-21,2023-12-24
22115,37249,FedEx,40,2023-04-24,2023-04-26
22116,16298,DHL,38,2023-11-17,2023-11-27
22117,7908,FedEx,27,2023-03-31,2023-04-03
22118,26305,UPS,45,2023-03-31,2023-04-02
22119,47754,UPS,27,2023-08-06,2023-08-13
22120,22185,FedEx,23,2023-10-07,2023-10-12
22121,15931,FedEx,13,2023-08-07,2023-08-17
22122,26839,UPS,12,2023-09-15,2023-09-21
22123,46760,FedEx,45,2023-06-25,2023-06-29
22124,45437,DHL,12,2023-07-08,2023-07-17
22125,32553,FedEx,34,2023-04-09,2023-04-17
22126,8771,BlueDart,15,2023-01-27,2023-02-02
22127,36608,DHL,24,2023-04-08,2023-04-18
22128,33593,UPS,40,2023-10-30,2023-11-08
22129,24283,UPS,35,2023-09-21,2023-09-28
22130,41225,FedEx,23,2023-09-09,2023-09-15
22131,10760,UPS,7,2023-03-31,2023-04-07
22132,882,UPS,46,2023-03-06,2023-03-12
22133,13743,BlueDart,31,2023-11-08,2023-11-16
22134,5942,FedEx,9,2023-03-10,2023-03-14
22135,34258,UPS,22,2023-12-02,2023-12-12
22136,14157,DHL,17,2023-06-11,2023-06-14
22137,11495,BlueDart,19,2023-01-27,2023-02-05
22138,46257,FedEx,43,2023-07-27,2023-08-05
22139,49557,FedEx,31,2023-06-08,2023-06-10
22140,7299,FedEx,38,2023-04-22,2023-05-02
22141,7196,FedEx,23,2023-10-20,2023-10-26
22142,22647,UPS,11,2023-07-28,2023-08-07
22143,8683,UPS,37,2023-10-01,2023-10-09
22144,41462,FedEx,42,2023-05-11,2023-05-18
22145,39482,DHL,18,2023-07-22,2023-08-01
22146,1068,BlueDart,38,2023-07-23,2023-07-29
22147,27785,FedEx,33,2023-02-14,2023-02-16
22148,4832,DHL,48,2023-07-27,2023-07-29
22149,37488,BlueDart,31,2023-12-03,2023-12-06
22150,34712,FedEx,40,2023-03-07,2023-03-15
22151,8678,UPS,35,2023-01-29,2023-02-04
22152,5101,UPS,25,2023-04-21,2023-04-23
22153,35050,BlueDart,48,2023-05-03,2023-05-07
22154,33695,DHL,24,2023-01-04,2023-01-08
22155,44118,UPS,7,2023-04-20,2023-04-27
22156,31721,DHL,6,2023-02-20,2023-02-24
22157,30620,DHL,25,2023-01-30,2023-02-08
22158,7305,DHL,23,2023-08-06,2023-08-13
22159,47650,BlueDart,20,2023-08-03,2023-08-12
22160,4121,BlueDart,48,2023-01-20,2023-01-30
22161,34310,BlueDart,26,2023-02-03,2023-02-10
22162,48079,BlueDart,41,2023-03-19,2023-03-23
22163,34667,DHL,46,2023-01-10,2023-01-18
22164,7957,FedEx,29,2023-08-15,2023-08-21
22165,35225,FedEx,26,2023-09-01,2023-09-08
22166,24143,UPS,12,2023-12-09,2023-12-17
22167,9625,BlueDart,48,2023-04-26,2023-04-29
22168,37353,DHL,48,2023-04-04,2023-04-11
22169,397,DHL,15,2023-07-19,2023-07-29
22170,48754,BlueDart,16,2023-11-07,2023-11-13
22171,21239,UPS,45,2023-02-05,2023-02-09
22172,15939,DHL,35,2023-10-22,2023-10-27
22173,26961,FedEx,44,2023-01-06,2023-01-09
22174,17090,DHL,8,2023-11-20,2023-11-26
22175,9268,FedEx,20,2023-08-09,2023-08-18
22176,33935,FedEx,35,2023-11-16,2023-11-24
22177,14147,FedEx,32,2023-12-21,2023-12-30
22178,29976,UPS,34,2023-08-08,2023-08-18
22179,19703,BlueDart,15,2023-08-31,2023-09-04
22180,32164,DHL,13,2023-05-27,2023-05-29
22181,38192,UPS,9,2023-07-28,2023-08-07
22182,15050,DHL,7,2023-01-08,2023-01-17
22183,21652,UPS,10,2023-11-02,2023-11-07
22184,15961,DHL,8,2023-02-17,2023-02-22
22185,46955,DHL,25,2023-04-13,2023-04-16
22186,46599,DHL,25,2023-11-03,2023-11-07
22187,20210,BlueDart,36,2023-08-20,2023-08-22
22188,28608,BlueDart,27,2023-03-25,2023-04-03
22189,20727,UPS,17,2023-02-07,2023-02-13
22190,23498,BlueDart,31,2023-09-04,2023-09-08
22191,36915,DHL,26,2023-09-04,2023-09-11
22192,1905,UPS,48,2023-09-19,2023-09-25
22193,49059,UPS,6,2023-01-18,2023-01-27
22194,33223,BlueDart,44,2023-05-20,2023-05-29
22195,29233,FedEx,25,2023-10-07,2023-10-17
22196,452,DHL,36,2023-01-06,2023-01-16
22197,13754,BlueDart,29,2023-02-06,2023-02-13
22198,18986,FedEx,30,2023-08-06,2023-08-14
22199,7215,BlueDart,40,2023-03-10,2023-03-12
22200,18851,BlueDart,32,2023-02-20,2023-03-01
22201,15012,FedEx,8,2023-09-25,2023-10-05
22202,13364,DHL,41,2023-11-27,2023-12-01
22203,19569,DHL,13,2023-03-03,2023-03-09
22204,33014,BlueDart,40,2023-03-18,2023-03-23
22205,24146,DHL,48,2023-07-22,2023-07-31
22206,12140,BlueDart,36,2023-09-28,2023-10-02
22207,38287,FedEx,48,2023-08-30,2023-09-02
22208,45612,DHL,29,2023-10-07,2023-10-12
22209,15680,UPS,34,2023-02-15,2023-02-19
22210,32398,FedEx,34,2023-05-08,2023-05-18
22211,23159,DHL,39,2023-05-18,2023-05-26
22212,13810,UPS,9,2023-08-14,2023-08-23
22213,32194,BlueDart,32,2023-03-25,2023-03-28
22214,881,DHL,37,2023-06-30,2023-07-02
22215,21250,BlueDart,27,2023-03-01,2023-03-03
22216,19412,FedEx,40,2023-01-07,2023-01-15
22217,1737,DHL,5,2023-06-05,2023-06-10
22218,4058,DHL,7,2023-03-21,2023-03-28
22219,9436,BlueDart,20,2023-10-07,2023-10-09
22220,13920,DHL,36,2023-01-07,2023-01-10
22221,9175,FedEx,6,2023-06-04,2023-06-12
22222,43890,BlueDart,13,2023-02-22,2023-02-25
22223,39051,UPS,14,2023-04-13,2023-04-17
22224,46986,DHL,38,2023-03-06,2023-03-11
22225,17615,DHL,9,2023-06-02,2023-06-09
22226,32124,DHL,41,2023-08-28,2023-09-07
22227,26440,FedEx,25,2023-12-08,2023-12-10
22228,7004,BlueDart,26,2023-11-27,2023-12-02
22229,29197,FedEx,5,2023-01-14,2023-01-20
22230,48768,BlueDart,30,2023-03-11,2023-03-18
22231,46786,FedEx,18,2023-03-29,2023-04-06
22232,29831,BlueDart,8,2023-12-15,2023-12-17
22233,45036,UPS,21,2023-03-17,2023-03-27
22234,319,FedEx,17,2023-11-09,2023-11-12
22235,39175,BlueDart,7,2023-11-01,2023-11-09
22236,24152,FedEx,26,2023-04-26,2023-05-03
22237,6731,FedEx,38,2023-04-01,2023-04-10
22238,15150,UPS,32,2023-06-09,2023-06-13
22239,7873,BlueDart,30,2023-02-09,2023-02-13
22240,12779,BlueDart,36,2023-09-24,2023-10-02
22241,8794,UPS,8,2023-02-13,2023-02-18
22242,46396,FedEx,39,2023-01-06,2023-01-10
22243,41085,FedEx,30,2023-09-28,2023-10-05
22244,31094,DHL,31,2023-02-07,2023-02-13
22245,1284,FedEx,15,2023-01-15,2023-01-17
22246,43635,BlueDart,14,2023-03-03,2023-03-12
22247,10281,UPS,21,2023-07-17,2023-07-21
22248,8227,UPS,50,2023-05-29,2023-06-04
22249,15677,UPS,45,2023-07-16,2023-07-22
22250,22898,UPS,33,2023-09-08,2023-09-14
22251,21998,BlueDart,16,2023-02-05,2023-02-14
22252,6113,UPS,19,2023-10-18,2023-10-21
22253,16545,UPS,43,2023-11-08,2023-11-12
22254,40745,DHL,6,2023-09-15,2023-09-18
22255,41452,FedEx,35,2023-10-06,2023-10-10
22256,1032,BlueDart,43,2023-05-21,2023-05-28
22257,28325,BlueDart,26,2023-08-06,2023-08-14
22258,35804,BlueDart,37,2023-10-08,2023-10-13
22259,45162,UPS,42,2023-05-27,2023-06-03
22260,958,UPS,44,2023-06-14,2023-06-24
22261,30032,DHL,25,2023-05-23,2023-05-26
22262,18904,FedEx,15,2023-11-19,2023-11-27
22263,12194,DHL,39,2023-03-30,2023-04-04
22264,47999,BlueDart,31,2023-06-12,2023-06-14
22265,45623,FedEx,14,2023-06-27,2023-07-01
22266,5116,DHL,45,2023-08-19,2023-08-28
22267,29934,FedEx,7,2023-01-14,2023-01-22
22268,43105,BlueDart,48,2023-09-08,2023-09-10
22269,15432,FedEx,40,2023-07-14,2023-07-22
22270,31443,UPS,11,2023-03-29,2023-03-31
22271,7222,FedEx,46,2023-12-20,2023-12-27
22272,43085,DHL,38,2023-08-19,2023-08-27
22273,880,FedEx,45,2023-08-19,2023-08-22
22274,37556,DHL,49,2023-03-24,2023-04-02
22275,10785,BlueDart,49,2023-11-24,2023-12-03
22276,36018,FedEx,7,2023-10-28,2023-11-03
22277,15275,FedEx,14,2023-11-15,2023-11-23
22278,30624,BlueDart,35,2023-03-26,2023-04-04
22279,39665,FedEx,11,2023-07-06,2023-07-13
22280,3649,DHL,33,2023-06-24,2023-06-30
22281,39124,DHL,18,2023-07-16,2023-07-25
22282,17445,DHL,45,2023-06-16,2023-06-25
22283,16013,BlueDart,20,2023-05-29,2023-06-04
22284,47593,BlueDart,34,2023-08-11,2023-08-14
22285,43327,DHL,23,2023-06-20,2023-06-22
22286,1664,FedEx,37,2023-11-12,2023-11-17
22287,23638,BlueDart,20,2023-12-13,2023-12-18
22288,6954,UPS,18,2023-06-09,2023-06-19
22289,49015,DHL,36,2023-04-22,2023-04-26
22290,25347,DHL,17,2023-11-07,2023-11-09
22291,18323,BlueDart,31,2023-08-30,2023-09-09
22292,14138,BlueDart,33,2023-11-16,2023-11-18
22293,7794,FedEx,7,2023-12-24,2023-12-27
22294,41683,BlueDart,39,2023-05-31,2023-06-06
22295,25432,FedEx,42,2023-09-27,2023-10-05
22296,23949,UPS,50,2023-02-10,2023-02-19
22297,4962,FedEx,48,2023-06-21,2023-06-24
22298,25498,FedEx,29,2023-06-29,2023-07-08
22299,29307,BlueDart,20,2023-08-23,2023-08-30
22300,42208,BlueDart,19,2023-04-26,2023-05-04
22301,41026,FedEx,10,2023-10-18,2023-10-20
22302,35773,UPS,20,2023-11-11,2023-11-16
22303,45288,BlueDart,44,2023-12-05,2023-12-15
22304,39490,FedEx,22,2023-08-10,2023-08-20
22305,34787,BlueDart,40,2023-09-10,2023-09-17
22306,29601,UPS,8,2023-12-29,2024-01-03
22307,20952,DHL,24,2023-03-07,2023-03-13
22308,8543,FedEx,45,2023-05-13,2023-05-16
22309,11398,UPS,10,2023-09-03,2023-09-07
22310,32606,FedEx,45,2023-03-23,2023-04-02
22311,43953,UPS,38,2023-09-02,2023-09-07
22312,32295,UPS,30,2023-11-17,2023-11-22
22313,6639,BlueDart,11,2023-05-13,2023-05-17
22314,8232,UPS,20,2023-08-16,2023-08-26
22315,12242,BlueDart,19,2023-08-17,2023-08-24
22316,11672,BlueDart,35,2023-04-17,2023-04-19
22317,42435,FedEx,27,2023-10-16,2023-10-20
22318,3681,UPS,27,2023-08-18,2023-08-22
22319,42177,BlueDart,31,2023-08-04,2023-08-06
22320,3721,BlueDart,17,2023-09-11,2023-09-13
22321,28892,FedEx,25,2023-09-10,2023-09-20
22322,10242,DHL,39,2023-11-04,2023-11-13
22323,39701,BlueDart,19,2023-11-17,2023-11-20
22324,39436,UPS,50,2023-11-20,2023-11-29
22325,1996,BlueDart,28,2023-07-16,2023-07-23
22326,34458,DHL,40,2023-03-28,2023-04-05
22327,37908,FedEx,13,2023-07-03,2023-07-06
22328,6197,DHL,44,2023-02-17,2023-02-21
22329,5972,FedEx,20,2023-11-05,2023-11-14
22330,14548,FedEx,9,2023-01-29,2023-02-08
22331,35694,UPS,7,2023-02-05,2023-02-07
22332,32989,UPS,17,2023-06-09,2023-06-11
22333,18237,UPS,5,2023-07-10,2023-07-17
